"Baths","Beds","Area","Fireplaces","Sale_Price","Garage_Cars","Year_Built"
2,2,1217,0,151000,2,1991
3,3,1320,0,150000,2,1994
1,2,1056,0,107000,1,1966
1,3,965,0,119900,1,1965
1,3,988,0,129500,2,1962
2,6,1728,0,125000,2,1963
2,4,1654,0,119500,2,1977
1,2,1211,1,144000,2,1962
1,3,1212,1,151000,2,1977
1,3,984,0,126000,1,1965
1,3,909,0,116000,1,1968
1,2,925,0,133500,2,1963
2,3,1024,0,120875,1,1965
1,3,935,0,137000,1,1965
1,3,912,0,124000,0,1964
1,3,1236,1,135000,1,1961
1,3,941,1,129200,1,1967
2,3,2646,4,260000,2,1974
3,4,2417,1,260000,2,1991
3,3,2826,3,334000,3,1992
3,5,2520,1,310000,3,1993
3,4,2295,1,268000,2,1992
2,2,1624,1,262000,3,1994
2,1,1143,1,176400,2,2004
2,1,1247,1,197000,2,2005
3,2,1200,0,151000,2,2005
3,2,1223,0,147400,2,2005
3,2,1223,0,149900,2,2005
3,2,1200,0,144152,2,2005
3,2,1524,0,166000,2,2000
3,3,1452,0,183900,2,1999
3,3,1382,0,165000,2,2000
3,2,1080,0,139000,2,2003
3,3,1694,1,200000,1,1997
2,3,1568,1,221000,2,2001
2,2,1494,1,270000,2,1995
2,3,1208,1,165000,2,1977
1,1,1235,3,214000,2,1980
1,1,1036,1,188000,2,1980
1,1,1226,1,190000,2,1980
1,1,1226,1,170000,2,1978
1,0,1842,1,385000,3,1981
2,2,1193,0,146500,2,1972
3,4,1920,1,170000,2,1968
2,3,2156,1,262500,2,1968
3,3,1416,1,179900,2,1968
3,4,2654,1,250000,2,1968
3,4,1790,1,165150,2,1972
2,3,1334,0,164500,2,1967
2,3,1164,0,140000,2,1969
2,3,980,0,135500,1,1967
1,3,1051,0,142000,2,1968
2,4,1770,0,155000,2,1968
1,2,976,1,157500,2,1968
2,3,1052,0,138500,1,1968
1,3,898,0,140000,1,1968
1,3,1051,0,124400,1,1966
1,3,1141,0,158000,1,1967
2,1,1200,0,146000,2,1965
3,4,1993,1,190000,2,1971
1,3,1050,0,136500,1,1961
1,3,864,0,129900,2,1958
2,4,1712,0,145000,2,1959
2,3,1565,2,185900,1,1965
1,3,1251,2,160000,1,1964
2,3,1488,1,167000,2,1964
2,4,1440,1,157500,2,1964
1,2,1095,0,140000,1,1958
2,3,1053,0,150000,2,1958
1,3,1248,0,151500,1,1960
1,2,816,1,129800,1,1934
1,2,1008,1,137000,1,1954
1,2,1043,1,137000,1,1947
2,3,1230,0,121600,1,1946
1,2,869,0,85500,0,1923
1,1,747,0,79900,2,1926
1,3,1252,0,127000,2,1908
1,3,1433,1,161000,2,1961
1,2,1624,1,146500,1,1952
1,3,1216,0,135000,1,1951
2,4,2136,0,137900,2,1951
1,3,1578,2,133000,1,1941
2,3,1728,1,137000,1,1949
1,2,936,0,121000,1,1954
2,4,1584,0,119000,2,1967
1,3,1246,2,172000,2,1964
1,2,1235,0,98600,2,1961
3,4,2157,2,226000,2,1966
1,2,1128,0,118000,1,1954
2,4,3112,1,235000,2,1918
1,2,1008,0,135000,2,1963
1,3,1190,0,132500,2,1962
1,3,1144,1,143000,1,1959
2,3,1364,1,132000,1,1957
2,3,1383,0,145250,1,1960
2,3,1336,1,162000,2,1958
1,3,1370,1,148000,1,1956
1,2,1092,1,141000,1,1957
1,3,1124,1,153000,1,1956
1,2,1236,1,134450,1,1957
1,2,943,2,135960,2,1979
1,3,1050,0,156000,1,1954
1,2,1375,1,140000,2,1954
1,2,1008,0,139500,1,1952
2,2,1575,1,155000,2,1951
1,3,1145,0,127000,2,1956
1,2,1005,1,133500,1,1956
2,3,1056,0,125000,1,1955
1,2,884,0,142000,1,1951
2,3,2039,3,167000,3,1941
1,2,1384,0,159000,2,1956
3,5,2640,1,180000,3,1925
2,3,1312,0,127000,2,1947
2,2,1310,0,112000,1,1924
1,2,713,0,99800,1,1930
1,2,833,0,117000,1,1954
1,2,1073,0,108480,1,1921
1,2,715,0,68000,2,1929
1,1,720,0,86900,1,1900
1,2,1130,1,120000,2,1920
2,3,1595,1,155500,2,1915
2,4,1760,1,80000,2,1910
1,3,1214,0,105000,3,1915
2,3,2414,1,160000,2,1900
2,3,1466,1,170000,2,1936
2,3,1324,1,160000,2,1965
1,3,1086,1,159950,2,1966
1,3,1146,1,165000,1,1963
2,3,1734,1,159000,2,1962
2,3,1207,0,147000,1,1962
1,2,912,0,115000,1,1964
1,3,1194,1,159500,2,1959
1,2,864,0,120000,1,1959
1,2,816,0,129900,1,1957
2,3,1773,2,183000,2,1961
2,2,1472,1,157500,2,1959
3,3,2448,2,277500,2,1962
1,2,1600,2,207500,1,1957
2,3,1521,0,147500,1,1950
2,4,1192,0,135000,0,1949
1,2,1040,0,109500,2,1950
1,2,1040,0,109900,2,1950
1,3,1040,0,133700,1,1959
2,2,1040,0,81400,2,1950
2,2,1040,0,87500,2,1949
2,2,1040,0,93500,2,1950
2,4,1556,0,119000,0,1960
1,3,1150,0,141000,1,1959
1,3,1150,0,146000,1,1961
2,3,1348,1,155000,2,1966
1,3,999,0,134500,1,1962
1,3,1045,0,120000,2,1962
1,3,864,0,105000,1,1962
1,3,1025,0,124000,0,1962
2,5,2014,0,169000,2,1900
1,3,1328,0,107000,1,1925
1,3,1668,0,135000,1,1948
1,4,1657,1,111500,1,1920
1,3,1416,0,156500,2,1900
2,3,1641,1,178000,2,1925
1,4,1428,0,139900,2,1900
1,2,1004,1,105000,1,1930
1,2,813,0,110000,1,1930
2,4,1951,0,111500,2,1900
1,2,1032,0,108000,1,1924
1,2,844,0,111500,1,1925
1,3,1750,0,124000,1,1880
1,2,864,0,105000,1,1950
1,2,1118,0,116000,2,1920
1,2,1376,0,96900,1,1905
1,3,960,0,135500,2,1955
2,5,1566,0,139000,2,1924
1,1,492,0,61500,1,1921
2,3,1182,0,120000,1,1945
1,3,1163,0,126175,1,1955
1,2,840,0,64000,1,1920
2,4,1928,0,137000,1,1910
2,4,1774,0,87000,3,1900
2,2,1768,2,163000,2,1914
2,5,2104,0,155000,2,1910
1,3,1440,0,79000,1,1900
1,3,1690,1,144000,1,1916
1,3,1368,0,114504,1,1910
2,4,1762,0,157000,2,1920
1,4,1200,0,125000,1,1923
3,4,3608,2,475000,3,1892
2,2,1248,0,93500,0,1920
1,3,960,0,125000,2,1958
1,2,1020,0,64500,0,1918
1,2,788,2,100000,0,1941
1,3,1577,1,140200,1,1939
1,2,1827,1,202500,1,1924
2,3,1664,2,159000,2,1947
1,3,1118,1,119900,2,1939
1,3,1176,1,114500,2,1934
1,3,1344,0,115000,1,1936
1,3,1162,0,75000,1,1930
1,3,1015,0,88000,1,1925
1,2,912,0,80500,0,1947
1,3,1576,1,149000,1,1928
1,3,1324,0,110000,1,1930
1,2,1103,1,110500,2,1925
1,2,616,0,89000,1,1921
1,2,1048,1,113000,1,1922
1,2,816,0,109000,1,1925
2,5,2486,1,220000,2,1962
1,3,960,0,129000,2,1970
1,2,1635,0,117000,1,1910
1,2,693,0,52500,0,1941
2,3,1430,0,107000,2,1924
1,3,1330,0,116500,1,1910
1,2,819,0,72000,0,1919
2,3,1376,1,119500,1,1937
2,2,1360,0,125500,1,1938
1,3,1077,1,91000,1,1922
1,2,754,0,84500,0,1935
1,3,984,0,90000,1,1930
1,3,1422,1,137500,1,1951
2,4,1921,0,150000,2,1964
1,3,1640,1,131000,2,1950
1,3,1352,0,130000,1,1958
1,2,1032,1,125000,1,1935
1,2,879,0,80000,1,1936
2,2,1073,0,157000,1,2004
2,3,1382,1,148000,2,1963
2,2,1296,0,90000,2,1967
1,3,1068,0,154500,1,1963
1,3,1064,1,153600,2,1967
1,3,1320,2,164500,2,1966
1,2,934,0,132000,1,1964
1,3,1059,0,142500,1,1966
2,3,1159,1,158000,1,1968
2,3,1400,1,149500,2,1978
2,3,1458,1,165000,2,1967
3,3,1721,1,180000,2,1968
1,3,1040,1,160500,2,1978
2,6,1967,0,156500,2,1977
2,6,1949,0,157000,2,1977
2,4,1920,1,172500,2,1958
2,3,1803,1,155000,2,1957
2,3,1779,1,170000,2,1955
1,2,872,1,105000,1,1924
0,0,960,0,145000,1,1965
2,3,1437,1,168000,2,1956
1,2,1830,2,278000,2,1967
1,1,1000,2,164000,2,1963
2,3,2287,1,225000,2,1953
1,2,810,0,130000,2,1971
1,3,894,1,142500,2,1974
3,2,1700,0,148400,1,1980
2,2,1453,1,190000,2,1986
2,3,1350,1,146000,2,1954
1,3,1150,2,128000,1,1942
3,3,2008,0,225000,1,1948
2,4,2201,1,274970,2,1966
2,4,2009,2,235000,3,1928
4,5,3672,2,415000,2,1935
2,3,1560,1,182000,2,1962
1,3,1488,1,135000,2,1952
1,3,1057,0,137000,1,1955
2,4,1855,0,136900,1,1954
2,5,1609,0,149900,1,1953
1,2,1148,0,123500,1,1952
1,3,1124,1,93000,0,1954
1,4,1456,1,91500,1,1948
2,3,1298,1,180000,2,1985
3,4,2559,1,209000,2,1989
3,3,1911,1,215000,2,1993
2,2,1440,0,224500,4,1993
3,3,1876,0,229800,3,2005
2,2,1208,0,183600,2,2005
2,2,1220,0,194000,2,2006
2,2,1294,1,193879,2,2006
2,3,1614,0,221500,3,2005
2,2,1498,0,204900,2,2006
3,3,1962,0,239799,3,2006
2,3,1846,1,233555,2,2006
2,3,1734,0,260000,2,2005
3,2,1590,0,294900,3,2005
3,3,1809,0,209700,2,2005
2,3,1614,1,225000,2,2005
3,3,1596,0,181000,2,2005
3,3,1915,1,220000,2,1992
2,4,1582,0,190000,2,1964
1,1,988,2,180000,2,1969
2,2,1533,2,280000,2,1975
2,3,1388,1,158900,2,1968
1,2,914,0,148000,2,1996
2,3,1100,0,145000,2,1996
3,3,1499,1,187000,2,1995
2,3,1425,0,193000,2,1998
1,3,990,0,156000,2,1995
2,3,1525,0,235000,2,2000
2,3,1494,0,217000,2,1997
2,3,1588,0,214000,2,1999
3,3,1749,0,196000,2,1999
3,3,1779,1,217000,2,1999
3,3,1861,0,200000,2,2002
3,3,1776,1,192500,2,2002
2,3,1541,1,205000,3,2001
1,3,954,0,132500,2,1976
2,3,1388,0,157500,1,1977
2,3,1282,0,174000,3,1978
2,3,971,1,128500,1,1969
1,3,864,0,128500,1,1972
1,3,894,0,149900,2,1972
1,3,864,0,119900,1,1972
3,3,1320,0,137000,2,1993
3,3,1989,1,255000,2,2002
3,3,1762,0,222000,2,2002
3,3,1755,1,214000,2,1999
2,1,1358,1,220000,2,2002
2,3,1787,1,275000,3,2001
3,4,1909,0,197000,2,2002
2,3,1654,0,230000,3,2002
3,3,2214,1,268500,3,1999
3,4,2049,1,210900,2,1996
3,3,1939,1,227000,3,1998
3,4,1995,1,237000,2,1995
3,3,2097,1,274300,2,1998
2,3,1836,1,216837,2,2004
1,1,848,0,133000,2,2003
1,1,848,1,155900,2,2004
3,3,1919,1,233230,2,2006
2,3,1390,0,207000,2,2003
3,4,1948,1,195000,2,2004
2,3,1700,0,200000,2,2003
3,3,1737,0,203160,2,2006
3,3,1611,0,195800,2,2005
2,3,1552,0,212900,3,2005
3,3,1720,0,196500,2,2004
2,3,1336,0,198000,2,2005
3,3,1500,0,173900,2,2005
3,3,1456,1,163990,2,2005
2,3,1310,1,164990,2,2005
2,3,1436,0,98000,2,1910
2,3,1466,2,149900,2,1959
1,2,1220,0,102000,2,1951
2,4,1012,0,127500,0,1975
2,4,980,0,127500,0,1975
1,2,1176,0,119900,1,1969
3,3,1724,1,196500,2,2003
1,2,914,0,117250,0,2002
3,3,2314,1,229000,2,2003
1,2,1072,0,145000,2,2005
2,2,1072,0,140000,2,2005
1,2,1072,0,142500,2,2005
2,3,1709,0,134000,2,2004
2,3,1709,0,130000,2,2004
2,3,1709,0,130000,2,2004
2,3,1709,0,137500,2,2004
2,3,1708,0,130000,2,2004
1,3,936,0,97900,1,1948
2,3,1338,0,92000,2,1915
2,4,1669,0,107000,1,1924
1,5,1184,0,81000,0,1910
1,4,1221,0,104900,1,1924
1,2,864,0,115000,2,1955
2,3,1482,1,125000,2,1954
2,3,1250,0,116000,1,1918
1,3,1414,1,83000,0,1922
1,5,2230,0,118500,1,1912
1,1,498,0,35000,1,1922
1,3,1273,0,121000,1,1910
2,5,1928,0,160000,0,1916
1,2,1595,2,140000,1,1940
2,3,1551,0,137000,1,1938
1,3,1340,0,128000,1,1945
1,3,1479,2,160000,1,1926
2,4,1784,0,138887,1,1914
1,3,1510,0,149000,1,1920
2,4,1522,0,102000,0,1926
2,4,1636,1,167000,1,1919
2,4,1802,1,200100,1,1920
2,3,1465,2,131000,1,1939
1,4,1288,0,112000,1,1941
1,3,1717,1,140000,3,1915
2,3,1550,1,195000,1,1920
1,3,1517,2,230000,2,1929
2,2,1717,1,194000,1,1940
1,2,1180,1,137500,1,1922
2,3,2057,1,250000,1,1936
2,4,1671,1,218000,2,1929
3,4,2345,1,239000,2,1932
2,3,1609,2,199500,3,1932
2,3,1801,1,210000,2,1930
1,2,1811,1,230000,2,1956
2,3,1647,1,217500,2,1977
2,4,2315,3,257000,1,1950
1,2,1336,2,157000,1,1953
2,3,1844,1,223000,2,1969
1,2,976,0,102000,1,1942
1,3,1285,0,145400,2,1926
1,2,672,0,72000,0,1925
1,2,641,0,85000,1,1925
1,2,951,0,106500,1,1936
2,4,1638,0,139000,1,1957
2,3,1336,0,108000,1,1920
1,2,729,0,51689,0,1945
0,1,480,0,35311,1,1949
2,4,1396,0,115000,0,1951
1,2,936,0,78000,0,1916
2,2,1778,1,375000,2,2005
2,2,1646,1,300000,2,2004
2,3,1625,1,242500,2,1979
2,4,1664,0,145000,2,1978
2,3,1491,0,209000,2,2001
1,2,1004,0,135000,2,1977
2,3,1210,0,148000,2,1975
3,5,1959,0,171000,3,1988
3,4,2519,2,335000,2,1989
2,2,1295,0,230000,1,1986
1,2,1650,2,250764,2,1958
3,2,1707,1,228000,2,1981
2,2,1137,1,176000,2,1987
2,2,1339,1,180000,2,1990
3,4,2514,0,250000,2,1990
2,2,1403,0,202000,2,2000
2,3,1800,1,312500,3,2002
2,3,1960,2,320000,3,2005
2,2,2028,2,369900,3,2005
2,3,1838,1,359900,3,2005
2,3,1600,0,81500,1,1951
2,2,1368,0,215000,4,1997
2,2,1216,0,164000,2,1998
2,2,1337,0,153500,2,1998
1,3,1140,0,84500,0,2006
2,3,1304,1,104500,1,1977
2,4,1475,1,127000,1,1977
3,5,2521,1,151400,2,1973
1,3,874,0,126500,1,1968
2,4,1652,0,146500,3,1970
1,1,630,0,73000,0,1970
2,3,1092,0,79400,1,1972
1,3,1360,1,140000,1,1969
1,1,630,0,92000,0,1970
2,3,1092,0,87550,1,1970
2,3,1092,0,79500,0,1970
2,3,1092,0,90500,0,1970
2,3,1092,0,71000,1,1970
2,4,1728,0,150900,2,1976
2,4,1728,0,188000,2,1976
2,3,1126,1,160000,2,1977
1,4,1224,1,131000,2,1960
1,3,1003,0,142500,2,1984
1,2,902,0,131000,2,1983
1,3,970,0,132000,0,1992
1,2,1389,1,170000,2,1974
3,3,2000,1,188000,3,1993
